Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
172,Abdellah Baallal,ma MAR,MF,Clermont Foot,fr Ligue 1,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
173,Iddrisu Baba,gh GHA,MF,Almería,es La Liga,27,1996,15.9,5,0,0,29,34,0,4,11,26,0,1,0,123,30,17,63.8,Matches
174,Srđan Babić,rs SRB,DF,Almería,es La Liga,27,1996,1.0,0,0,0,2,0,0,0,0,2,0,0,0,4,3,1,75.0,Matches
175,Shavy Babicka,ga GAB,"FW,MF",Toulouse,fr Ligue 1,23,2000,4.1,0,0,0,5,4,1,13,0,8,0,0,0,18,5,6,45.5,Matches
176,Aliou Badara Baldé,gn GUI,"FW,DF",Nice,fr Ligue 1,20,2002,0.8,0,0,0,2,2,0,4,3,1,0,0,0,6,1,2,33.3,Matches
177,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,23,2000,25.3,5,1,0,24,10,1,2,38,41,0,0,0,151,76,38,66.7,Matches
178,Milan Badelj,hr CRO,MF,Genoa,it Serie A,34,1989,28.2,6,0,0,24,14,0,14,50,27,0,0,0,177,12,13,48.0,Matches
179,Matthias Bader,de GER,"DF,MF",Darmstadt 98,de Bundesliga,26,1997,20.0,1,0,0,17,41,1,32,25,25,0,0,0,121,11,17,39.3,Matches
180,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,22,2001,14.9,3,0,0,17,6,1,2,18,15,0,1,1,82,28,22,56.0,Matches
181,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,22,2001,28.7,11,1,0,52,57,8,175,13,21,1,1,0,116,8,12,40.0,Matches
182,Jaime Báez,uy URU,"FW,MF",Frosinone,it Serie A,28,1995,5.6,1,0,0,6,15,5,24,4,1,1,0,0,29,4,5,44.4,Matches
183,Nicola Bagnolini,it ITA,GK,Bologna,it Serie A,19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
184,Leon Bailey,jm JAM,"MF,FW",Aston Villa,eng Premier League,25,1997,23.0,5,0,0,26,26,11,75,9,7,0,0,0,107,14,24,36.8,Matches
185,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,29,1994,9.3,4,0,0,6,5,0,0,9,3,0,0,1,51,15,7,68.2,Matches
186,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,18,2004,0.3,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,,Matches
187,Nedim Bajrami,al ALB,"MF,FW",Sassuolo,it Serie A,24,1999,14.6,0,0,0,12,6,3,78,6,6,0,0,0,57,2,11,15.4,Matches
188,Cédric Bakambu,cd COD,FW,Betis,es La Liga,32,1991,2.2,1,0,0,4,3,3,0,0,0,0,0,0,4,3,7,30.0,Matches
189,Tiemoué Bakayoko,fr FRA,MF,Lorient,fr Ligue 1,28,1994,14.6,5,0,0,25,23,2,1,26,17,0,0,0,94,24,17,58.5,Matches
190,Mitchel Bakker,nl NED,DF,Atalanta,it Serie A,23,2000,4.2,1,0,0,4,4,1,13,3,3,0,0,0,30,4,1,80.0,Matches
191,Ridle Baku,de GER,"DF,MF",Wolfsburg,de Bundesliga,25,1998,22.4,4,0,0,24,35,3,54,21,20,0,0,0,124,21,27,43.8,Matches
192,Dilane Bakwa,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,20,2002,24.2,4,1,0,32,75,3,155,20,22,0,0,0,114,12,22,35.3,Matches
193,Tommaso Baldanzi,it ITA,"MF,FW",Empoli,it Serie A,20,2003,8.3,1,0,0,4,16,2,16,2,2,0,0,0,27,1,6,14.3,Matches
194,Tommaso Baldanzi,it ITA,"FW,MF",Roma,it Serie A,20,2003,5.8,2,0,0,7,14,1,7,0,5,0,0,0,20,0,2,0.0,Matches
195,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,19,2003,15.3,1,0,0,9,18,4,37,5,11,0,0,0,67,12,13,48.0,Matches
196,George Baldock,gr GRE,DF,Sheffield Utd,eng Premier League,30,1993,10.8,4,0,0,19,14,1,18,10,10,1,0,0,44,13,13,50.0,Matches
197,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,19,2004,14.7,7,0,0,40,27,0,0,18,20,0,0,0,95,24,9,72.7,Matches
198,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19,2004,0.7,0,0,0,2,2,0,0,2,2,0,0,0,2,0,0,,Matches
199,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,24,1999,25.2,6,1,1,25,23,1,2,51,50,1,0,0,167,57,36,61.3,Matches
200,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,31,1992,31.9,4,0,0,41,30,8,68,29,31,0,0,0,127,30,27,52.6,Matches
201,Fodé Ballo-Touré,sn SEN,"DF,MF",Fulham,eng Premier League,26,1997,0.8,1,0,0,4,2,0,4,3,2,0,0,0,6,0,2,0.0,Matches
202,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,22,2001,18.8,1,0,0,31,35,14,7,3,4,1,0,0,48,8,33,19.5,Matches
203,Jonathan Bamba,ci CIV,"MF,FW",Celta Vigo,es La Liga,27,1996,22.0,0,0,0,15,65,7,50,18,9,0,0,0,101,7,22,24.1,Matches
204,Mohamed Bamba,ci CIV,FW,Lorient,fr Ligue 1,21,2001,12.6,3,0,0,22,14,11,2,2,9,0,0,0,35,23,29,44.2,Matches
205,Samuel Bamba,de GER,FW,Dortmund,de Bundesliga,19,2004,0.5,0,0,0,1,1,0,4,0,1,0,0,0,1,0,0,,Matches
206,Lameck Banda,zm ZAM,FW,Lecce,it Serie A,22,2001,15.0,5,1,0,32,30,9,51,3,23,0,0,0,82,9,16,36.0,Matches
207,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,23,2000,5.0,2,0,0,5,3,0,7,3,5,0,0,0,34,4,12,25.0,Matches
208,Mamady Bangré,bf BFA,"FW,MF",Toulouse,fr Ligue 1,22,2001,1.1,2,0,0,3,0,1,4,4,2,0,0,0,12,1,3,25.0,Matches
209,Mattia Bani,it ITA,DF,Genoa,it Serie A,29,1993,25.6,9,0,0,21,28,2,1,22,10,0,0,0,98,49,42,53.8,Matches
210,Léo Baptistão,br BRA,FW,Almería,es La Liga,30,1992,20.4,6,1,0,21,29,13,27,11,16,0,0,0,85,48,70,40.7,Matches
211,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,25,1998,2.5,1,0,0,3,0,0,3,3,4,0,0,0,17,3,6,33.3,Matches
212,Antonín Barák,cz CZE,"MF,FW",Fiorentina,it Serie A,28,1994,9.0,2,0,0,8,7,1,4,2,2,0,0,0,35,13,22,37.1,Matches
213,Valentín Barco,ar ARG,"DF,FW",Brighton,eng Premier League,19,2004,3.4,1,0,0,7,7,0,30,4,5,0,0,0,16,1,7,12.5,Matches
214,Bradley Barcola,fr FRA,FW,Lyon,fr Ligue 1,20,2002,3.0,1,0,0,4,2,2,0,2,2,0,0,0,11,9,2,81.8,Matches
215,Bradley Barcola,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,20,2002,15.2,3,1,1,22,12,4,18,10,16,0,0,0,52,10,11,47.6,Matches
216,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,22,2000,29.5,7,1,0,40,24,1,70,42,38,0,1,0,204,23,29,44.2,Matches
217,Nicolò Barella,it ITA,MF,Inter,it Serie A,26,1997,31.6,7,0,0,28,27,3,51,10,30,1,0,0,167,20,15,57.1,Matches
218,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,26,1997,3.4,3,0,0,8,4,1,23,2,2,0,0,0,16,3,5,37.5,Matches
219,Ross Barkley,eng ENG,MF,Luton Town,eng Premier League,29,1993,29.1,6,0,0,25,40,0,45,25,19,0,0,0,201,42,34,55.3,Matches
220,Aymen Barkok,ma MAR,"MF,FW",Mainz 05,de Bundesliga,25,1998,3.6,2,0,0,15,3,0,13,2,5,0,0,0,18,11,14,44.0,Matches
221,Harvey Barnes,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,25,1997,8.9,2,0,0,5,21,2,12,5,1,0,0,0,43,4,8,33.3,Matches
222,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23,2000,29.0,8,0,0,58,52,3,5,36,40,0,0,0,144,39,63,38.2,Matches
223,Enzo Barrenechea,ar ARG,MF,Frosinone,it Serie A,22,2001,31.2,10,0,0,32,52,0,1,27,42,0,0,0,231,51,43,54.3,Matches
224,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,21,2001,15.9,1,0,0,27,22,3,47,6,21,0,0,0,83,14,24,36.8,Matches
225,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,20,2003,17.3,5,0,0,23,24,0,16,28,25,0,0,0,94,14,21,40.0,Matches
226,Davide Bartesaghi,it ITA,"DF,MF",Milan,it Serie A,17,2005,0.9,0,0,0,1,1,0,0,0,0,0,0,0,2,3,0,100.0,Matches
227,Marc Bartra,es ESP,DF,Betis,es La Liga,32,1991,2.5,1,0,0,4,1,0,0,3,3,0,0,0,15,4,4,50.0,Matches
228,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,26,1996,36.6,3,1,0,30,4,0,3,23,12,0,2,0,153,93,70,57.1,Matches
229,Steven Baseya,fr FRA,DF,Strasbourg,fr Ligue 1,18,2005,0.1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0.0,Matches
230,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,35,1988,3.6,1,0,0,3,3,2,4,5,2,0,0,0,16,7,8,46.7,Matches
231,Toma Bašić,hr CRO,MF,Salernitana,it Serie A,26,1996,12.9,5,0,0,14,16,0,25,14,13,0,0,0,60,8,12,40.0,Matches
232,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,23,1999,25.6,6,1,1,15,11,2,3,28,29,0,1,0,171,30,25,54.5,Matches
233,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,24,1999,25.2,5,0,0,31,31,0,76,23,33,0,0,0,119,37,29,56.1,Matches
234,Simone Bastoni,it ITA,"MF,DF",Empoli,it Serie A,26,1996,8.3,3,0,0,17,13,0,36,11,13,0,0,0,37,8,11,42.1,Matches
235,Augusto Batalla,ar ARG,GK,Granada,es La Liga,27,1996,17.0,3,0,0,0,2,0,0,0,0,0,0,0,28,3,0,100.0,Matches
236,Daniel Batz,de GER,GK,Mainz 05,de Bundesliga,32,1991,4.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,Matches
237,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23,2000,9.0,3,0,0,13,11,0,1,11,12,0,0,0,27,17,17,50.0,Matches
238,Elias Baum,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,17,2005,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
239,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,33,1990,34.0,1,0,0,1,6,0,0,0,1,0,1,0,102,4,1,80.0,Matches
240,Christoph Baumgartner,at AUT,"MF,FW",RB Leipzig,de Bundesliga,23,1999,12.9,3,0,0,27,27,1,8,5,13,1,0,0,40,20,29,40.8,Matches
241,Bebé,cv CPV,"MF,FW",Rayo Vallecano,es La Liga,33,1990,2.4,1,0,0,0,2,3,28,0,2,0,0,0,12,1,4,20.0,Matches
242,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,29,1994,18.2,3,0,0,24,21,7,35,14,12,1,0,0,60,32,45,41.6,Matches
243,Mohamed Bechikh,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,18,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
244,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,26,1997,10.8,1,0,0,14,10,2,6,4,13,0,0,0,76,18,26,40.9,Matches
245,Owen Beck,wls WAL,DF,Liverpool,eng Premier League,20,2002,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
246,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,28,1995,8.6,1,0,0,11,5,6,46,1,2,0,0,0,27,5,12,29.4,Matches
247,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,28,1995,7.2,0,0,0,6,5,4,57,0,3,1,0,0,48,0,8,0.0,Matches
248,Chris Bedia,ci CIV,"FW,MF",Union Berlin,de Bundesliga,27,1996,1.6,0,0,0,7,2,0,0,0,1,0,0,0,2,3,7,30.0,Matches
249,Donny van de Beek,nl NED,DF,Manchester Utd,eng Premier League,26,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
250,Donny van de Beek,nl NED,"MF,FW",Eint Frankfurt,de Bundesliga,26,1997,4.0,1,0,0,7,1,5,7,3,3,0,0,0,15,4,5,44.4,Matches
251,Yanis Begraoui,ma MAR,"FW,MF",Toulouse,fr Ligue 1,22,2001,3.3,0,0,0,5,7,1,5,5,3,0,0,0,13,4,8,33.3,Matches
252,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,32,1991,6.8,1,0,0,8,5,4,4,3,1,0,0,0,15,32,26,55.2,Matches
253,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,32,1991,14.0,3,0,0,22,20,8,6,6,10,0,0,0,36,92,81,53.2,Matches
254,Maximilian Beier,de GER,"FW,MF",Hoffenheim,de Bundesliga,20,2002,26.9,0,0,0,21,32,13,38,9,12,2,0,0,62,20,40,33.3,Matches
255,Jérémie Bela,ao ANG,"MF,FW",Clermont Foot,fr Ligue 1,30,1993,2.3,0,0,0,0,4,0,14,0,1,0,0,0,8,1,3,25.0,Matches
256,Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,19,2004,1.0,0,0,0,1,1,0,0,1,1,0,0,0,5,0,0,,Matches
257,Reda Belahyane,ma MAR,MF,Nice,fr Ligue 1,19,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
258,Amari'i Bell,jm JAM,DF,Luton Town,eng Premier League,29,1994,19.1,0,0,0,22,16,0,13,25,33,0,0,0,98,20,22,47.6,Matches
259,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,31,1991,7.4,3,0,0,10,8,1,1,6,8,0,0,0,38,24,23,51.1,Matches
260,Alaa Bellaarouch,ma MAR,GK,Strasbourg,fr Ligue 1,21,2002,15.0,1,0,0,0,3,0,0,1,0,0,0,0,18,4,0,100.0,Matches
261,Raoul Bellanova,it ITA,DF,Torino,it Serie A,23,2000,33.8,5,0,0,14,53,2,178,15,26,0,0,0,127,30,32,48.4,Matches
262,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,eng Premier League,25,1998,10.6,0,1,0,10,24,2,30,8,10,0,0,0,41,8,26,23.5,Matches
263,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Strasbourg,fr Ligue 1,25,1998,3.0,2,0,0,3,8,0,8,4,3,0,0,0,19,0,5,0.0,Matches
264,Héctor Bellerín,es ESP,DF,Betis,es La Liga,28,1995,19.0,0,1,0,21,10,1,40,22,22,0,0,1,86,16,33,32.7,Matches
265,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,20,2003,25.7,5,1,0,32,72,4,21,21,34,0,0,0,118,24,25,49.0,Matches
266,Jeanuël Belocian,fr FRA,DF,Rennes,fr Ligue 1,18,2005,16.1,0,0,0,12,15,0,13,13,22,0,0,0,69,10,10,50.0,Matches
267,Andrea Belotti,it ITA,FW,Fiorentina,it Serie A,29,1993,10.5,0,0,0,15,22,7,4,2,3,2,0,0,16,39,43,47.6,Matches
268,Andrea Belotti,it ITA,FW,Roma,it Serie A,29,1993,7.5,1,0,0,14,25,8,4,2,4,0,0,0,15,14,22,38.9,Matches
269,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,24,1999,27.0,2,0,0,28,16,2,19,18,32,0,2,0,160,13,33,28.3,Matches
270,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,22,2001,18.8,6,0,0,24,28,4,7,2,14,1,0,0,50,22,58,27.5,Matches
271,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,18,2005,4.8,0,1,0,6,19,1,13,2,6,1,0,0,19,5,8,38.5,Matches
272,Anis Ben Slimane,tn TUN,MF,Sheffield Utd,eng Premier League,22,2001,4.7,2,0,0,7,6,2,0,5,6,0,0,1,35,7,18,28.0,Matches
273,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,32,1990,25.7,2,0,0,11,20,32,9,8,3,0,0,0,72,15,28,34.9,Matches
274,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,25,1998,12.6,5,0,0,38,9,1,4,19,35,0,2,0,72,35,30,53.8,Matches
275,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,25,1997,12.8,2,0,0,18,26,1,32,12,19,0,0,0,78,13,19,40.6,Matches
276,Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,27,1995,6.9,1,0,0,5,6,1,17,5,4,0,0,0,43,1,5,16.7,Matches
277,Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,27,1995,8.6,2,0,0,1,10,7,67,1,7,0,0,0,41,1,15,6.3,Matches
278,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,28,1995,11.5,4,1,1,15,29,0,21,16,21,0,0,1,84,18,13,58.1,Matches
279,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,28,1994,21.9,7,0,0,23,18,0,6,37,32,0,1,0,142,24,13,64.9,Matches
280,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,26,1997,11.2,7,0,0,20,17,0,9,17,15,0,0,0,54,14,22,38.9,Matches
281,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,30,1993,4.3,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,100.0,Matches
282,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,19,2003,11.2,4,1,0,12,13,0,2,20,14,0,0,0,63,15,15,50.0,Matches
283,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,28,1994,15.9,6,0,0,28,28,4,72,13,8,1,0,0,57,9,18,33.3,Matches
284,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,33,1990,21.4,5,0,0,29,33,0,44,20,25,0,1,1,119,33,20,62.3,Matches
285,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,28,1995,17.7,4,0,0,30,22,12,138,5,14,0,0,0,63,20,42,32.3,Matches
286,Bartosz Bereszyński,pl POL,DF,Empoli,it Serie A,31,1992,19.6,3,0,0,23,15,0,16,21,25,0,0,0,81,23,16,59.0,Matches
287,Jóhann Berg Guðmundsson,is ISL,"MF,FW",Burnley,eng Premier League,32,1990,13.2,2,0,0,9,20,2,70,16,4,0,0,0,56,14,21,40.0,Matches
288,Sander Berge,no NOR,MF,Burnley,eng Premier League,25,1998,33.4,10,1,1,40,19,2,12,23,46,0,0,0,202,64,48,57.1,Matches
289,Etrit Berisha,al ALB,GK,Empoli,it Serie A,34,1989,14.0,0,0,0,0,2,0,0,0,0,0,0,0,26,7,0,100.0,Matches
290,Medon Berisha,al ALB,"FW,MF",Lecce,it Serie A,19,2003,2.3,0,0,0,7,5,0,3,1,1,0,0,0,10,1,0,100.0,Matches
291,Mergim Berisha,de GER,FW,Hoffenheim,de Bundesliga,25,1998,1.6,0,0,0,5,2,1,2,0,0,0,0,0,8,2,9,18.2,Matches
292,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,25,1998,1.4,0,0,0,0,3,1,1,0,0,0,0,0,1,2,1,66.7,Matches
293,Bernardo,br BRA,DF,Bochum,de Bundesliga,28,1995,32.5,9,0,0,54,28,2,30,55,58,0,2,0,197,145,81,64.2,Matches
294,Victor Bernth Kristiansen,dk DEN,DF,Bologna,it Serie A,20,2002,25.6,4,0,0,29,7,1,35,12,34,1,1,0,88,24,19,55.8,Matches
295,Matúš Bero,sk SVK,"MF,FW",Bochum,de Bundesliga,27,1995,18.5,6,0,0,38,20,5,16,12,22,1,0,0,97,12,37,24.5,Matches
296,Luke Berry,eng ENG,"MF,DF",Luton Town,eng Premier League,31,1992,3.6,1,0,0,6,7,0,8,0,2,0,0,0,8,7,7,50.0,Matches
297,Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,25,1998,4.0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,100.0,Matches
298,Jan-Niklas Beste,de GER,"FW,MF",Heidenheim,de Bundesliga,24,1999,28.9,4,0,0,28,51,4,279,18,49,1,0,0,133,8,20,28.6,Matches
299,Beto,gw GNB,FW,Everton,eng Premier League,25,1998,10.6,2,0,0,21,19,10,5,1,6,0,0,0,36,47,56,45.6,Matches
300,Beto,gw GNB,FW,Udinese,it Serie A,25,1998,0.8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0.0,Matches
301,Davide Bettella,it ITA,MF,Monza,it Serie A,23,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
302,Sam Beukema,nl NED,DF,Bologna,it Serie A,24,1998,28.3,6,1,1,27,11,1,2,15,11,0,2,0,144,46,36,56.1,Matches
303,Jordan Beyer,de GER,DF,Burnley,eng Premier League,23,2000,13.7,6,0,0,11,6,0,0,16,20,0,0,0,57,28,26,51.9,Matches
304,Pep Biel,es ESP,"MF,FW",Augsburg,de Bundesliga,26,1996,3.2,1,0,0,8,0,0,14,2,3,0,0,0,19,3,3,50.0,Matches
305,Jaka Bijol,si SVN,DF,Udinese,it Serie A,24,1999,23.2,4,0,0,28,7,0,1,23,27,0,0,0,85,84,26,76.4,Matches
306,El Bilal Touré,ml MLI,FW,Atalanta,it Serie A,21,2001,4.4,2,0,0,13,8,3,2,1,1,1,0,0,8,14,14,50.0,Matches
307,Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,27,1996,15.5,3,1,0,19,12,0,29,20,16,0,0,0,76,36,24,60.0,Matches
308,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,30,1992,26.2,8,0,0,44,14,1,226,14,28,0,0,0,98,8,12,40.0,Matches
309,Davide Biraschi,it ITA,DF,Genoa,it Serie A,29,1994,1.0,0,0,0,0,2,0,0,2,3,0,0,0,4,1,0,100.0,Matches
310,Samuele Birindelli,it ITA,DF,Monza,it Serie A,24,1999,22.4,7,0,0,30,32,1,54,18,19,0,0,0,77,8,6,57.1,Matches
311,Tom Bischof,de GER,"MF,FW",Hoffenheim,de Bundesliga,18,2005,2.0,0,0,0,1,1,2,11,1,4,0,0,0,11,1,1,50.0,Matches
312,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,26,1996,23.0,10,2,1,35,31,0,1,37,52,0,0,0,128,14,15,48.3,Matches
313,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,29,1993,17.5,9,0,0,34,31,2,40,13,18,0,0,0,110,6,16,27.3,Matches
314,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,32,1991,32.0,3,1,0,1,0,0,0,0,0,0,1,0,35,3,1,75.0,Matches
315,Antonio Blanco,es ESP,MF,Alavés,es La Liga,23,2000,27.0,5,1,0,36,40,0,15,35,36,0,0,0,160,21,18,53.8,Matches
316,Rubén Blanco,es ESP,GK,Marseille,fr Ligue 1,28,1995,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
317,Hendry Blank,de GER,DF,Dortmund,de Bundesliga,18,2004,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50.0,Matches
318,Ludovic Blas,fr FRA,"FW,MF",Rennes,fr Ligue 1,25,1997,17.4,3,0,0,44,34,3,53,6,14,0,0,0,85,5,17,22.7,Matches
319,Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,32,1991,21.0,0,0,0,0,2,0,0,0,1,0,0,0,42,7,2,77.8,Matches
320,Alexis Blin,fr FRA,MF,Lecce,it Serie A,26,1996,18.2,4,0,0,25,22,0,11,22,19,0,1,0,111,28,48,36.8,Matches
321,Daley Blind,nl NED,DF,Girona,es La Liga,33,1990,33.0,6,0,0,19,12,0,17,21,21,0,1,0,147,39,32,54.9,Matches
322,Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,22,2001,0.9,0,0,0,3,2,1,0,0,2,0,0,0,3,1,6,14.3,Matches
323,Benicio Boaitey,eng ENG,"FW,DF",Brighton,eng Premier League,19,2004,0.4,1,0,0,2,0,1,0,0,0,0,0,0,2,0,0,,Matches
324,Jérôme Boateng,de GER,DF,Salernitana,it Serie A,34,1988,2.6,0,0,0,2,0,1,1,4,0,0,0,0,10,8,7,53.3,Matches
325,Oscar Bobb,no NOR,"FW,MF",Manchester City,eng Premier League,20,2003,3.4,0,0,0,2,3,0,5,5,3,0,0,0,17,1,2,33.3,Matches
326,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,22,2000,1.2,1,0,0,6,3,0,0,1,0,0,0,0,6,1,2,33.3,Matches
327,Jeremie Boga,ci CIV,FW,Nice,fr Ligue 1,26,1997,22.2,1,0,0,7,24,9,88,8,7,0,0,0,73,3,4,42.9,Matches
328,Jayden Bogle,eng ENG,DF,Sheffield Utd,eng Premier League,23,2000,31.0,9,0,0,38,22,4,40,32,36,0,0,1,139,50,29,63.3,Matches
329,Emil Bohinen,no NOR,MF,Genoa,it Serie A,24,1999,0.6,0,0,0,0,0,0,2,0,1,0,0,0,11,2,1,66.7,Matches
330,Emil Bohinen,no NOR,MF,Salernitana,it Serie A,24,1999,5.9,1,0,0,5,6,0,2,14,6,0,0,0,42,11,10,52.4,Matches
331,Adama Bojang,gm GAM,FW,Reims,fr Ligue 1,19,2004,0.9,1,0,0,4,1,1,1,1,1,0,0,0,3,1,3,25.0,Matches
332,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,24,1998,22.5,6,1,0,25,7,0,8,14,33,0,1,0,155,24,20,54.5,Matches
333,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,32,1991,16.0,3,1,1,20,2,1,1,25,29,0,0,0,86,57,26,68.7,Matches
334,Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,33,1989,25.3,6,0,0,20,35,1,54,14,13,0,0,0,120,14,17,45.2,Matches
335,Federico Bonazzoli,it ITA,"FW,MF",Hellas Verona,it Serie A,26,1997,11.3,2,0,0,10,20,9,7,3,1,0,0,0,31,6,11,35.3,Matches
336,Warren Bondo,fr FRA,MF,Monza,it Serie A,19,2003,16.4,9,0,0,31,19,0,2,6,22,0,1,0,70,10,7,58.8,Matches
337,Giovanni Bonfanti,it ITA,DF,Atalanta,it Serie A,20,2003,1.0,0,0,0,2,1,0,2,1,2,0,0,0,7,1,2,33.3,Matches
338,Victor Boniface,ng NGA,FW,Leverkusen,de Bundesliga,22,2000,17.2,2,0,0,16,17,18,3,0,4,0,0,0,31,27,18,60.0,Matches
339,Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,27,1996,1.0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,,Matches
340,Kevin Bonifazi,it ITA,DF,Frosinone,it Serie A,27,1996,3.4,0,0,0,4,1,0,0,3,3,0,0,0,15,6,7,46.2,Matches
341,Leonardo Bonucci,it ITA,DF,Union Berlin,de Bundesliga,36,1987,5.1,0,0,0,2,1,0,6,7,5,0,1,0,32,5,7,41.7,Matches
342,Neto Borges,br BRA,DF,Clermont Foot,fr Ligue 1,26,1996,28.0,3,1,0,21,24,8,79,57,24,2,0,0,156,37,45,45.1,Matches
